index,year,region_id,region,sector_id,sector,gender_id,gender,employment_sectors_percentage
76,2011,0.4,Costa,5,Comercio,0,Total,21.76191425
77,2011,0.4,Costa,5,Comercio,2,Mujeres,28.62032398
78,2011,0.4,Costa,5,Comercio,1,Hombres,16.33146959
79,2011,0.4,Costa,6,Transportes y Comunicaciones,0,Total,10.37013368
80,2011,0.4,Costa,6,Transportes y Comunicaciones,2,Mujeres,2.72515395
81,2011,0.4,Costa,6,Transportes y Comunicaciones,1,Hombres,16.4233794
82,2011,0.4,Costa,7,Otros servicios,0,Total,38.48527235
83,2011,0.4,Costa,7,Otros servicios,2,Mujeres,50.86763917
84,2011,0.4,Costa,7,Otros servicios,1,Hombres,28.68099405
85,2011,0.5,Sierra,1,Agricultura,0,Total,46.03082203
86,2011,0.5,Sierra,1,Agricultura,2,Mujeres,44.77374118
87,2011,0.5,Sierra,1,Agricultura,1,Hombres,47.10647178
88,2011,0.5,Sierra,2,Pesca/Minería,0,Total,2.492237752
89,2011,0.5,Sierra,2,Pesca/Minería,2,Mujeres,0.391502995
90,2011,0.5,Sierra,2,Pesca/Minería,1,Hombres,4.289779096
91,2011,0.5,Sierra,3,Manufactura,0,Total,7.296735468
92,2011,0.5,Sierra,3,Manufactura,2,Mujeres,8.646592214
93,2011,0.5,Sierra,3,Manufactura,1,Hombres,6.141699925
94,2011,0.5,Sierra,4,Construcción,0,Total,4.568144698
95,2011,0.5,Sierra,4,Construcción,2,Mujeres,0.353404064
96,2011,0.5,Sierra,4,Construcción,1,Hombres,8.174583122
97,2011,0.5,Sierra,5,Comercio,0,Total,13.11449239
98,2011,0.5,Sierra,5,Comercio,2,Mujeres,19.36292116
99,2011,0.5,Sierra,5,Comercio,1,Hombres,7.767882575
100,2011,0.5,Sierra,6,Transportes y Comunicaciones,0,Total,4.735405576
101,2011,0.5,Sierra,6,Transportes y Comunicaciones,2,Mujeres,1.410374799
102,2011,0.5,Sierra,6,Transportes y Comunicaciones,1,Hombres,7.58054358
103,2011,0.5,Sierra,7,Otros servicios,0,Total,21.76216209
104,2011,0.5,Sierra,7,Otros servicios,2,Mujeres,25.06146358
105,2011,0.5,Sierra,7,Otros servicios,1,Hombres,18.93903993
106,2011,0.6,Selva,1,Agricultura,0,Total,42.93319156
107,2011,0.6,Selva,1,Agricultura,2,Mujeres,32.50012512
108,2011,0.6,Selva,1,Agricultura,1,Hombres,49.52517506
109,2011,0.6,Selva,2,Pesca/Minería,0,Total,1.628234461
110,2011,0.6,Selva,2,Pesca/Minería,2,Mujeres,0.316766829
111,2011,0.6,Selva,2,Pesca/Minería,1,Hombres,2.456866488
112,2011,0.6,Selva,3,Manufactura,0,Total,5.039550523
113,2011,0.6,Selva,3,Manufactura,2,Mujeres,4.405301814
114,2011,0.6,Selva,3,Manufactura,1,Hombres,5.440291479
115,2011,0.6,Selva,4,Construcción,0,Total,3.684062032
116,2011,0.6,Selva,4,Construcción,2,Mujeres,0.116845471
117,2011,0.6,Selva,4,Construcción,1,Hombres,5.93795669
118,2011,0.6,Selva,5,Comercio,0,Total,16.70689808
119,2011,0.6,Selva,5,Comercio,2,Mujeres,26.56894993
120,2011,0.6,Selva,5,Comercio,1,Hombres,10.47570196
121,2011,0.6,Selva,6,Transportes y Comunicaciones,0,Total,6.732409106
122,2011,0.6,Selva,6,Transportes y Comunicaciones,2,Mujeres,1.224154707
123,2011,0.6,Selva,6,Transportes y Comunicaciones,1,Hombres,10.2127207
124,2011,0.6,Selva,7,Otros servicios,0,Total,23.27565424
125,2011,0.6,Selva,7,Otros servicios,2,Mujeres,34.86785613
126,2011,0.6,Selva,7,Otros servicios,1,Hombres,15.95128761
127,2011,1,Amazonas,1,Agricultura,0,Total,61.33947156
128,2011,1,Amazonas,1,Agricultura,2,Mujeres,53.90392874
129,2011,1,Amazonas,1,Agricultura,1,Hombres,66.45527118
130,2011,1,Amazonas,2,Pesca/Minería,0,Total,0.556159547
131,2011,1,Amazonas,2,Pesca/Minería,2,Mujeres,0
132,2011,1,Amazonas,2,Pesca/Minería,1,Hombres,0.938808247
133,2011,1,Amazonas,3,Manufactura,0,Total,3.79971952
134,2011,1,Amazonas,3,Manufactura,2,Mujeres,4.018550675
135,2011,1,Amazonas,3,Manufactura,1,Hombres,3.649159385
136,2011,1,Amazonas,4,Construcción,0,Total,3.482596232
137,2011,1,Amazonas,4,Construcción,2,Mujeres,0.165794506
138,2011,1,Amazonas,4,Construcción,1,Hombres,5.764621012
139,2011,1,Amazonas,5,Comercio,0,Total,11.89066474
140,2011,1,Amazonas,5,Comercio,2,Mujeres,18.88803559
141,2011,1,Amazonas,5,Comercio,1,Hombres,7.076336063
142,2011,1,Amazonas,6,Transportes y Comunicaciones,0,Total,3.79762302
143,2011,1,Amazonas,6,Transportes y Comunicaciones,2,Mujeres,0.972010407
144,2011,1,Amazonas,6,Transportes y Comunicaciones,1,Hombres,5.741700037
145,2011,1,Amazonas,7,Otros servicios,0,Total,15.13376537
146,2011,1,Amazonas,7,Otros servicios,2,Mujeres,22.05168008
147,2011,1,Amazonas,7,Otros servicios,1,Hombres,10.37410408
148,2011,2,Ancash,1,Agricultura,0,Total,32.79148126
149,2011,2,Ancash,1,Agricultura,2,Mujeres,32.26699012
150,2011,2,Ancash,1,Agricultura,1,Hombres,33.21387703
151,2011,2,Ancash,2,Pesca/Minería,0,Total,2.501678808
152,2011,2,Ancash,2,Pesca/Minería,2,Mujeres,0.245168189
153,2011,2,Ancash,2,Pesca/Minería,1,Hombres,4.318945992
154,2011,2,Ancash,3,Manufactura,0,Total,8.030798825
155,2011,2,Ancash,3,Manufactura,2,Mujeres,7.321597966
156,2011,2,Ancash,3,Manufactura,1,Hombres,8.601949449
157,2011,2,Ancash,4,Construcción,0,Total,6.644881114
158,2011,2,Ancash,4,Construcción,2,Mujeres,0.604354928
159,2011,2,Ancash,4,Construcción,1,Hombres,11.50958236
160,2011,2,Ancash,5,Comercio,0,Total,15.55281526
161,2011,2,Ancash,5,Comercio,2,Mujeres,20.80912753
162,2011,2,Ancash,5,Comercio,1,Hombres,11.31967595
163,2011,2,Ancash,6,Transportes y Comunicaciones,0,Total,6.206732952
164,2011,2,Ancash,6,Transportes y Comunicaciones,2,Mujeres,1.298349225
165,2011,2,Ancash,6,Transportes y Comunicaciones,1,Hombres,10.15967011
166,2011,2,Ancash,7,Otros servicios,0,Total,28.27161179
167,2011,2,Ancash,7,Otros servicios,2,Mujeres,37.45441204
168,2011,2,Ancash,7,Otros servicios,1,Hombres,20.87629912
169,2011,3,Apurimac,1,Agricultura,0,Total,57.52602964
170,2011,3,Apurimac,1,Agricultura,2,Mujeres,54.28144666
171,2011,3,Apurimac,1,Agricultura,1,Hombres,60.12477762
172,2011,3,Apurimac,2,Pesca/Minería,0,Total,0.415593915
173,2011,3,Apurimac,2,Pesca/Minería,2,Mujeres,0.138131772
174,2011,3,Apurimac,2,Pesca/Minería,1,Hombres,0.637827154
175,2011,3,Apurimac,3,Manufactura,0,Total,3.720681396
176,2011,3,Apurimac,3,Manufactura,2,Mujeres,4.358769351
177,2011,3,Apurimac,3,Manufactura,1,Hombres,3.209604998
178,2011,3,Apurimac,4,Construcción,0,Total,3.220487636
179,2011,3,Apurimac,4,Construcción,2,Mujeres,0.38784588
180,2011,3,Apurimac,4,Construcción,1,Hombres,5.489291387
181,2011,3,Apurimac,5,Comercio,0,Total,13.34296766
182,2011,3,Apurimac,5,Comercio,2,Mujeres,20.09010559
183,2011,3,Apurimac,5,Comercio,1,Hombres,7.938849108
184,2011,3,Apurimac,6,Transportes y Comunicaciones,0,Total,3.48790423
185,2011,3,Apurimac,6,Transportes y Comunicaciones,2,Mujeres,1.12545136
186,2011,3,Apurimac,6,Transportes y Comunicaciones,1,Hombres,5.380110302
187,2011,3,Apurimac,7,Otros servicios,0,Total,18.28633553
188,2011,3,Apurimac,7,Otros servicios,2,Mujeres,19.61824939
189,2011,3,Apurimac,7,Otros servicios,1,Hombres,17.21953943
190,2011,4,Arequipa,1,Agricultura,0,Total,16.28360703
191,2011,4,Arequipa,1,Agricultura,2,Mujeres,15.76110079
192,2011,4,Arequipa,1,Agricultura,1,Hombres,16.70311036
193,2011,4,Arequipa,2,Pesca/Minería,0,Total,4.236857111
194,2011,4,Arequipa,2,Pesca/Minería,2,Mujeres,0.767743014
195,2011,4,Arequipa,2,Pesca/Minería,1,Hombres,7.022096428
196,2011,4,Arequipa,3,Manufactura,0,Total,11.79523498
197,2011,4,Arequipa,3,Manufactura,2,Mujeres,11.77911976
198,2011,4,Arequipa,3,Manufactura,1,Hombres,11.80817337
199,2011,4,Arequipa,4,Construcción,0,Total,7.605012108
200,2011,4,Arequipa,4,Construcción,2,Mujeres,0.464861033
201,2011,4,Arequipa,4,Construcción,1,Hombres,13.33760808
202,2011,4,Arequipa,5,Comercio,0,Total,18.12248907
203,2011,4,Arequipa,5,Comercio,2,Mujeres,26.78617929
204,2011,4,Arequipa,5,Comercio,1,Hombres,11.16669288
205,2011,4,Arequipa,6,Transportes y Comunicaciones,0,Total,10.01983517
206,2011,4,Arequipa,6,Transportes y Comunicaciones,2,Mujeres,2.826977843
207,2011,4,Arequipa,6,Transportes y Comunicaciones,1,Hombres,15.79474729
208,2011,4,Arequipa,7,Otros servicios,0,Total,31.93696452
209,2011,4,Arequipa,7,Otros servicios,2,Mujeres,41.61401826
210,2011,4,Arequipa,7,Otros servicios,1,Hombres,24.16757158
211,2011,5,Ayacucho,1,Agricultura,0,Total,52.21991988
212,2011,5,Ayacucho,1,Agricultura,2,Mujeres,49.07502037
213,2011,5,Ayacucho,1,Agricultura,1,Hombres,54.73780802
214,2011,5,Ayacucho,2,Pesca/Minería,0,Total,1.186476039
215,2011,5,Ayacucho,2,Pesca/Minería,2,Mujeres,0.107910393
216,2011,5,Ayacucho,2,Pesca/Minería,1,Hombres,2.05000368
217,2011,5,Ayacucho,3,Manufactura,0,Total,5.36366583
218,2011,5,Ayacucho,3,Manufactura,2,Mujeres,5.579695246
219,2011,5,Ayacucho,3,Manufactura,1,Hombres,5.190707075
220,2011,5,Ayacucho,4,Construcción,0,Total,4.163377414
221,2011,5,Ayacucho,4,Construcción,2,Mujeres,0.402806425
222,2011,5,Ayacucho,4,Construcción,1,Hombres,7.174188117
223,2011,5,Ayacucho,5,Comercio,0,Total,12.37812872
224,2011,5,Ayacucho,5,Comercio,2,Mujeres,19.10412588
225,2011,5,Ayacucho,5,Comercio,1,Hombres,6.993120878
226,2011,5,Ayacucho,6,Transportes y Comunicaciones,0,Total,4.942946798
227,2011,5,Ayacucho,6,Transportes y Comunicaciones,2,Mujeres,1.598031255
228,2011,5,Ayacucho,6,Transportes y Comunicaciones,1,Hombres,7.620972966
229,2011,5,Ayacucho,7,Otros servicios,0,Total,19.74548532
230,2011,5,Ayacucho,7,Otros servicios,2,Mujeres,24.13241042
231,2011,5,Ayacucho,7,Otros servicios,1,Hombres,16.23319926
232,2011,6,Cajamarca,1,Agricultura,0,Total,55.96940288
233,2011,6,Cajamarca,1,Agricultura,2,Mujeres,51.09167995
234,2011,6,Cajamarca,1,Agricultura,1,Hombres,59.94311201
235,2011,6,Cajamarca,2,Pesca/Minería,0,Total,0.854728563
236,2011,6,Cajamarca,2,Pesca/Minería,2,Mujeres,0.239104555
237,2011,6,Cajamarca,2,Pesca/Minería,1,Hombres,1.356255767
238,2011,6,Cajamarca,3,Manufactura,0,Total,7.249156311
239,2011,6,Cajamarca,3,Manufactura,2,Mujeres,11.51818539
240,2011,6,Cajamarca,3,Manufactura,1,Hombres,3.771328626
241,2011,6,Cajamarca,4,Construcción,0,Total,3.994754374
242,2011,6,Cajamarca,4,Construcción,2,Mujeres,0
243,2011,6,Cajamarca,4,Construcción,1,Hombres,7.249140115
244,2011,6,Cajamarca,5,Comercio,0,Total,9.96586174
245,2011,6,Cajamarca,5,Comercio,2,Mujeres,13.43808134
246,2011,6,Cajamarca,5,Comercio,1,Hombres,7.137166679
247,2011,6,Cajamarca,6,Transportes y Comunicaciones,0,Total,2.684508269
248,2011,6,Cajamarca,6,Transportes y Comunicaciones,2,Mujeres,0.475672195
249,2011,6,Cajamarca,6,Transportes y Comunicaciones,1,Hombres,4.483969251
250,2011,6,Cajamarca,7,Otros servicios,0,Total,19.28158787
251,2011,6,Cajamarca,7,Otros servicios,2,Mujeres,23.23727657
252,2011,6,Cajamarca,7,Otros servicios,1,Hombres,16.05902755
253,2011,7,Callao,1,Agricultura,0,Total,0.538837043
254,2011,7,Callao,1,Agricultura,2,Mujeres,0.666833833
255,2011,7,Callao,1,Agricultura,1,Hombres,0.441732303
256,2011,7,Callao,2,Pesca/Minería,0,Total,0.832086422
257,2011,7,Callao,2,Pesca/Minería,2,Mujeres,0
258,2011,7,Callao,2,Pesca/Minería,1,Hombres,1.463348624
259,2011,7,Callao,3,Manufactura,0,Total,15.31973767
260,2011,7,Callao,3,Manufactura,2,Mujeres,11.47781853
261,2011,7,Callao,3,Manufactura,1,Hombres,18.23440888
262,2011,7,Callao,4,Construcción,0,Total,7.954547837
263,2011,7,Callao,4,Construcción,2,Mujeres,0.298484821
264,2011,7,Callao,4,Construcción,1,Hombres,13.76281856
265,2011,7,Callao,5,Comercio,0,Total,20.87299868
266,2011,7,Callao,5,Comercio,2,Mujeres,26.92043771
267,2011,7,Callao,5,Comercio,1,Hombres,16.28511024
268,2011,7,Callao,6,Transportes y Comunicaciones,0,Total,12.70493698
269,2011,7,Callao,6,Transportes y Comunicaciones,2,Mujeres,3.089206311
270,2011,7,Callao,6,Transportes y Comunicaciones,1,Hombres,19.99990918
271,2011,7,Callao,7,Otros servicios,0,Total,41.77685537
272,2011,7,Callao,7,Otros servicios,2,Mujeres,57.54721879
273,2011,7,Callao,7,Otros servicios,1,Hombres,29.81267222
274,2011,8,Cusco,1,Agricultura,0,Total,40.92298634
275,2011,8,Cusco,1,Agricultura,2,Mujeres,38.20357965
276,2011,8,Cusco,1,Agricultura,1,Hombres,43.42318596
277,2011,8,Cusco,2,Pesca/Minería,0,Total,1.519182169
278,2011,8,Cusco,2,Pesca/Minería,2,Mujeres,0.07556863
279,2011,8,Cusco,2,Pesca/Minería,1,Hombres,2.846428305
280,2011,8,Cusco,3,Manufactura,0,Total,6.79114947
281,2011,8,Cusco,3,Manufactura,2,Mujeres,6.929156211
282,2011,8,Cusco,3,Manufactura,1,Hombres,6.664267233
283,2011,8,Cusco,4,Construcción,0,Total,3.956955442
284,2011,8,Cusco,4,Construcción,2,Mujeres,0
285,2011,8,Cusco,4,Construcción,1,Hombres,7.594946969
286,2011,8,Cusco,5,Comercio,0,Total,16.89000805
287,2011,8,Cusco,5,Comercio,2,Mujeres,27.2022738
288,2011,8,Cusco,5,Comercio,1,Hombres,7.408997715
289,2011,8,Cusco,6,Transportes y Comunicaciones,0,Total,5.034804742
290,2011,8,Cusco,6,Transportes y Comunicaciones,2,Mujeres,1.699967784
291,2011,8,Cusco,6,Transportes y Comunicaciones,1,Hombres,8.10082577
292,2011,8,Cusco,7,Otros servicios,0,Total,24.88491379
293,2011,8,Cusco,7,Otros servicios,2,Mujeres,25.88945392
294,2011,8,Cusco,7,Otros servicios,1,Hombres,23.96134804
295,2011,9,Huancavelica,1,Agricultura,0,Total,66.80450981
296,2011,9,Huancavelica,1,Agricultura,2,Mujeres,63.0609406
297,2011,9,Huancavelica,1,Agricultura,1,Hombres,70.39303329
298,2011,9,Huancavelica,2,Pesca/Minería,0,Total,1.701359147
299,2011,9,Huancavelica,2,Pesca/Minería,2,Mujeres,0.144332975
300,2011,9,Huancavelica,2,Pesca/Minería,1,Hombres,3.193898666
301,2011,9,Huancavelica,3,Manufactura,0,Total,3.274411683
302,2011,9,Huancavelica,3,Manufactura,2,Mujeres,3.977269546
303,2011,9,Huancavelica,3,Manufactura,1,Hombres,2.600663768
304,2011,9,Huancavelica,4,Construcción,0,Total,1.557228578
305,2011,9,Huancavelica,4,Construcción,2,Mujeres,0
306,2011,9,Huancavelica,4,Construcción,1,Hombres,3.049962119
307,2011,9,Huancavelica,5,Comercio,0,Total,10.9022641
308,2011,9,Huancavelica,5,Comercio,2,Mujeres,17.14129635
309,2011,9,Huancavelica,5,Comercio,1,Hombres,4.921631039
310,2011,9,Huancavelica,6,Transportes y Comunicaciones,0,Total,1.863299624
311,2011,9,Huancavelica,6,Transportes y Comunicaciones,2,Mujeres,0.102490816
312,2011,9,Huancavelica,6,Transportes y Comunicaciones,1,Hombres,3.551181806
313,2011,9,Huancavelica,7,Otros servicios,0,Total,13.89692706
314,2011,9,Huancavelica,7,Otros servicios,2,Mujeres,15.5736697
315,2011,9,Huancavelica,7,Otros servicios,1,Hombres,12.28962931
316,2011,10,Huanuco,1,Agricultura,0,Total,52.84321552
317,2011,10,Huanuco,1,Agricultura,2,Mujeres,47.91610668
318,2011,10,Huanuco,1,Agricultura,1,Hombres,56.80811026
319,2011,10,Huanuco,2,Pesca/Minería,0,Total,0.800664297
320,2011,10,Huanuco,2,Pesca/Minería,2,Mujeres,0.31423856
321,2011,10,Huanuco,2,Pesca/Minería,1,Hombres,1.192096049
322,2011,10,Huanuco,3,Manufactura,0,Total,4.293751001
323,2011,10,Huanuco,3,Manufactura,2,Mujeres,5.757601654
324,2011,10,Huanuco,3,Manufactura,1,Hombres,3.115775448
325,2011,10,Huanuco,4,Construcción,0,Total,4.069504244
326,2011,10,Huanuco,4,Construcción,2,Mujeres,0.762615248
327,2011,10,Huanuco,4,Construcción,1,Hombres,6.730591549
328,2011,10,Huanuco,5,Comercio,0,Total,12.34923922
329,2011,10,Huanuco,5,Comercio,2,Mujeres,17.22389485
330,2011,10,Huanuco,5,Comercio,1,Hombres,8.426554106
331,2011,10,Huanuco,6,Transportes y Comunicaciones,0,Total,5.025922653
332,2011,10,Huanuco,6,Transportes y Comunicaciones,2,Mujeres,1.433805765
333,2011,10,Huanuco,6,Transportes y Comunicaciones,1,Hombres,7.916535753
334,2011,10,Huanuco,7,Otros servicios,0,Total,20.61770307
335,2011,10,Huanuco,7,Otros servicios,2,Mujeres,26.59173724
336,2011,10,Huanuco,7,Otros servicios,1,Hombres,15.81033683
337,2011,11,Ica,1,Agricultura,0,Total,18.15925255
338,2011,11,Ica,1,Agricultura,2,Mujeres,14.9835813
339,2011,11,Ica,1,Agricultura,1,Hombres,20.50872765
340,2011,11,Ica,2,Pesca/Minería,0,Total,2.591700037
341,2011,11,Ica,2,Pesca/Minería,2,Mujeres,0.763174082
342,2011,11,Ica,2,Pesca/Minería,1,Hombres,3.944508898
343,2011,11,Ica,3,Manufactura,0,Total,11.71269112
344,2011,11,Ica,3,Manufactura,2,Mujeres,11.582626
345,2011,11,Ica,3,Manufactura,1,Hombres,11.80891794
346,2011,11,Ica,4,Construcción,0,Total,6.194077067
347,2011,11,Ica,4,Construcción,2,Mujeres,0.170212059
348,2011,11,Ica,4,Construcción,1,Hombres,10.65074772
349,2011,11,Ica,5,Comercio,0,Total,22.60476012
350,2011,11,Ica,5,Comercio,2,Mujeres,32.68615395
351,2011,11,Ica,5,Comercio,1,Hombres,15.14618462
352,2011,11,Ica,6,Transportes y Comunicaciones,0,Total,9.93342324
353,2011,11,Ica,6,Transportes y Comunicaciones,2,Mujeres,1.915409354
354,2011,11,Ica,6,Transportes y Comunicaciones,1,Hombres,15.86543651
355,2011,11,Ica,7,Otros servicios,0,Total,28.80409586
356,2011,11,Ica,7,Otros servicios,2,Mujeres,37.89884325
357,2011,11,Ica,7,Otros servicios,1,Hombres,22.07547665
358,2011,12,Junin,1,Agricultura,0,Total,36.34028271
359,2011,12,Junin,1,Agricultura,2,Mujeres,32.21484158
360,2011,12,Junin,1,Agricultura,1,Hombres,39.73015694
361,2011,12,Junin,2,Pesca/Minería,0,Total,2.835946877
362,2011,12,Junin,2,Pesca/Minería,2,Mujeres,0.501643131
363,2011,12,Junin,2,Pesca/Minería,1,Hombres,4.754043845
364,2011,12,Junin,3,Manufactura,0,Total,9.54884079
365,2011,12,Junin,3,Manufactura,2,Mujeres,9.5693202
366,2011,12,Junin,3,Manufactura,1,Hombres,9.53201286
367,2011,12,Junin,4,Construcción,0,Total,4.664653823
368,2011,12,Junin,4,Construcción,2,Mujeres,0.371057499
369,2011,12,Junin,4,Construcción,1,Hombres,8.19270115
370,2011,12,Junin,5,Comercio,0,Total,15.53271598
371,2011,12,Junin,5,Comercio,2,Mujeres,21.55780499
372,2011,12,Junin,5,Comercio,1,Hombres,10.58190143
373,2011,12,Junin,6,Transportes y Comunicaciones,0,Total,5.573142191
374,2011,12,Junin,6,Transportes y Comunicaciones,2,Mujeres,1.69342053
375,2011,12,Junin,6,Transportes y Comunicaciones,1,Hombres,8.761108781
376,2011,12,Junin,7,Otros servicios,0,Total,25.50441763
377,2011,12,Junin,7,Otros servicios,2,Mujeres,34.09191208
378,2011,12,Junin,7,Otros servicios,1,Hombres,18.44807499
379,2011,13,La Libertad,1,Agricultura,0,Total,26.24918905
380,2011,13,La Libertad,1,Agricultura,2,Mujeres,23.95174012
381,2011,13,La Libertad,1,Agricultura,1,Hombres,27.96910935
382,2011,13,La Libertad,2,Pesca/Minería,0,Total,1.96223425
383,2011,13,La Libertad,2,Pesca/Minería,2,Mujeres,0
384,2011,13,La Libertad,2,Pesca/Minería,1,Hombres,3.431205546
385,2011,13,La Libertad,3,Manufactura,0,Total,12.63740791
386,2011,13,La Libertad,3,Manufactura,2,Mujeres,10.53663892
387,2011,13,La Libertad,3,Manufactura,1,Hombres,14.21008932
388,2011,13,La Libertad,4,Construcción,0,Total,6.245204485
389,2011,13,La Libertad,4,Construcción,2,Mujeres,0.881199782
390,2011,13,La Libertad,4,Construcción,1,Hombres,10.26081523
391,2011,13,La Libertad,5,Comercio,0,Total,19.3943743
392,2011,13,La Libertad,5,Comercio,2,Mujeres,26.40480527
393,2011,13,La Libertad,5,Comercio,1,Hombres,14.14621299
394,2011,13,La Libertad,6,Transportes y Comunicaciones,0,Total,8.088337742
395,2011,13,La Libertad,6,Transportes y Comunicaciones,2,Mujeres,2.43566648
396,2011,13,La Libertad,6,Transportes y Comunicaciones,1,Hombres,12.32005056
397,2011,13,La Libertad,7,Otros servicios,0,Total,25.42325227
398,2011,13,La Libertad,7,Otros servicios,2,Mujeres,35.78994943
399,2011,13,La Libertad,7,Otros servicios,1,Hombres,17.662517
400,2011,14,Lambayeque,1,Agricultura,0,Total,22.45249641
401,2011,14,Lambayeque,1,Agricultura,2,Mujeres,19.10083725
